Weather and Climate Billion-Dollar Disasters to affect Illinois from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Midwest/Southeast/Northeast Winter Storm (January 2014)",Winter Storm,20140105,20140108,2911.5,2172.7,16
"Plains Severe Weather (April 2014)",Severe Storm,20140402,20140403,1893.8,1424,0
"Central Severe Weather (April 2014)",Severe Storm,20140412,20140413,1221.1,918,0
"Center Severe Weather (May 2014)",Severe Storm,20140510,20140514,1126,853,0
"Rockies/Midwest/Eastern Severe Weather (May 2014)",Severe Storm,20140518,20140523,4901.4,3713.2,0
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,20150214,20150220,3969.3,2962.1,30
"Midwest/Ohio Valley Severe Weather (April 2015)",Severe Storm,20150407,20150409,2069,1555.6,2
"Central and Northeast Severe Weather (June 2015)",Severe Storm,20150621,20150625,1547.1,1172,1
"Texas Tornadoes and Midwest Flooding (December 2015)",Severe Storm,20151226,20151229,2609.3,1961.9,50
"Southeast and Eastern Tornadoes (February 2016)",Severe Storm,20160222,20160224,1383.5,1040,10
"South/Southeast Tornadoes (April 2016)",Severe Storm,20160426,20160502,3136.7,2394.5,6
"Plains Tornadoes and Central Severe Weather (May 2016)",Severe Storm,20160508,20160511,2252.9,1719.6,2
"West Virginia Flooding and Ohio Valley Tornadoes (June 2016)",Flooding,20160622,20160624,1288.5,968.8,23
"Central/Southeast Tornado Outbreak (March 2017)",Severe Storm,20170228,20170301,2329.9,1806,6
"Midwest Tornado Outbreak (March 2017)",Severe Storm,20170306,20170308,2807.2,2176,2
"Missouri and Arkansas Flooding and Central Severe Weather (May 2017)",Flooding,20170425,20170507,2156.7,1659,20
"North Central Severe Weather and Tornadoes (May 2017)",Severe Storm,20170515,20170518,1214.1,941,1
"Midwest Severe Weather (June 2017)",Severe Storm,20170612,20170616,1931.5,1509,0
"Midwest Severe Weather (June 2017)",Severe Storm,20170627,20170629,1824,1425,0
"Central and Northeast Severe Weather (May 2018)",Severe Storm,20180501,20180504,1751.3,1390,0
"Central and Eastern Severe Weather (May 2018)",Severe Storm,20180513,20180515,1726.2,1370,5
"Central and Eastern Tornadoes and Severe Weather (July 2018)",Severe Storm,20180719,20180722,1981.6,1585,0
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,20190223,20190225,1534.3,1237.5,2
"Central Severe Weather (May 2019)",Severe Storm,20190516,20190518,1196.9,973,0
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,20190526,20190529,5655.6,4598,3
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,20190315,20190731,7649.6,6169,4
"Southeast Tornadoes and Northern Storms and Flooding (January 2020)",Severe Storm,20200110,20200112,1401.8,1149,10
"Midwest and Ohio Valley Severe Weather (March 2020)",Severe Storm,20200327,20200328,3120.9,2558,0
"North Central and Ohio Valley Hail Storms and Severe Weather (April 2020)",Severe Storm,20200407,20200408,3543.9,2881,0
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,20200520,20200523,1948.6,1584,2
"Central Severe Weather (July 2020)",Severe Storm,20200710,20200711,1447.4,1196,0
"Central Severe Weather - Derecho (August 2020)",Severe Storm,20200810,20200810,13342.7,11027,4
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Eastern Severe Weather (March 2021)",Severe Storm,20210327,20210328,1601.9,1346,8
"Ohio Valley Hail Storms (June 2021)",Severe Storm,20210617,20210618,1980.1,1707,0
"Central Severe Storms (June 2021)",Severe Storm,20210624,20210626,1453.6,1253,0
"North Central Severe Weather (August 2021)",Severe Storm,20210810,20210813,1476.9,1284,2
"Southeast, Central Tornado Outbreak (December 2021)",Severe Storm,20211210,20211210,4424.1,3915,93
"Midwest Derecho and Tornado Outbreak (December 2021)",Severe Storm,20211215,20211215,2013.8,1782,1
"Southern Tornado Outbreak (March 2022)",Severe Storm,20220330,20220330,1369.4,1256,2
"Southern Severe Weather (April 2022)",Severe Storm,20220411,20220413,2915.7,2675,1
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3386.6,3195,1
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1420.4,1340,1
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5853.2,5628,33
"Central and Eastern Severe Weather (April 2023)",Severe Storm,20230404,20230406,2956.1,2815,5
"Central and Southern Severe Weather (April 2023)",Severe Storm,20230415,20230415,1388.3,1335,0
"Central Severe Weather (April 2023)",Severe Storm,20230419,20230420,3078.4,2960,1
"Central Severe Weather (May 2023)",Severe Storm,20230506,20230508,2222.5,2137,1
"Central Severe Weather (June 2023)",Severe Storm,20230628,20230702,1976.8,1919,3
"Northeastern Flooding and North Central Severe Weather (July 2023)",Flooding,20230709,20230715,2230.4,2165,10
"North Central and Eastern Severe Weather (July 2023)",Severe Storm,20230728,20230729,1526.6,1482,2
"Southern/Midwestern Drought and Heatwave (Spring-Fall 2023)",Drought,20230401,20230930,14786.7,14082,247
"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,20240114,20240118,1948.3,1910,41
"Central and Eastern Severe Weather (February 2024)",Severe Storm,20240227,20240228,1519.1,1504,0
"Central and Southern Severe Weather (March 2024)",Severe Storm,20240312,20240314,6091.4,6031,3
"Central Tornado Outbreak and Eastern Severe Weather (April 2024)",Severe Storm,20240401,20240403,2465.5,2441,3
"Central and Southern Tornado Outbreak (April 2024)",Severe Storm,20240426,20240428,1681,1681,3
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Central Tornado Outbreak (May 2024)",Severe Storm,20240525,20240526,3432,3432,16
"Central and Northeast Severe Weather (June 2024)",Severe Storm,20240624,20240626,1704,1704,3
"Hurricane Beryl (July 2024)",Tropical Cyclone,20240708,20240708,7219,7219,45
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
