Weather and Climate Billion-Dollar Disasters to affect Oklahoma from 1980-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Texas and Oklahoma Flooding and Severe Weather (May 2015)",Flooding,20150523,20150526,3375.6,2500.4,31
"Texas Tornadoes and Midwest Flooding (December 2015)",Severe Storm,20151226,20151229,2609.3,1961.9,50
"North Texas Hail Storm (March 2016)",Severe Storm,20160323,20160324,2725.5,2064.8,0
"South/Southeast Tornadoes (April 2016)",Severe Storm,20160426,20160502,3136.7,2394.5,6
"Plains Tornadoes and Central Severe Weather (May 2016)",Severe Storm,20160508,20160511,2252.9,1719.6,2
"Midwest Tornado Outbreak (March 2017)",Severe Storm,20170306,20170308,2807.2,2176,2
"South/Southeast Severe Weather (March 2017)",Severe Storm,20170326,20170328,3476.6,2695,0
"Southeast Severe Weather and Tornadoes (April 2017)",Severe Storm,20170404,20170406,1259.2,976,1
"South and Southeast Severe Weather (April 2017)",Severe Storm,20170420,20170422,1152,893,0
"Missouri and Arkansas Flooding and Central Severe Weather (May 2017)",Flooding,20170425,20170507,2156.7,1659,20
"Colorado Hail Storm and Central Severe Weather (May 2017)",Severe Storm,20170508,20170511,4321.5,3350,0
"North Central Severe Weather and Tornadoes (May 2017)",Severe Storm,20170515,20170518,1214.1,941,1
"Central and Northeast Severe Weather (May 2018)",Severe Storm,20180501,20180504,1751.3,1390,0
"Central and Eastern Severe Weather (May 2018)",Severe Storm,20180513,20180515,1726.2,1370,5
"Southwest/Southern Plains Drought (Summer-Fall 2018)",Drought,20180601,20181230,3797.4,2990,0
"Texas Hail Storm (March 2019)",Severe Storm,20190322,20190324,1903.4,1535,0
"South and Southeast Severe Weather (May 2019)",Severe Storm,20190507,20190513,1862.4,1514,0
"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,20190526,20190529,5655.6,4598,3
"Arkansas River Flooding (June 2019)",Flooding,20190520,20190614,3720.8,3025,5
"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,20190315,20190731,7649.6,6169,4
"Texas Tornadoes and Central Severe Weather (October 2019)",Severe Storm,20191020,20191020,2095.9,1718,2
"Midwest and Ohio Valley Severe Weather (March 2020)",Severe Storm,20200327,20200328,3120.9,2558,0
"Southeast and Eastern Tornado Outbreak (April 2020)",Severe Storm,20200412,20200413,4236.2,3444,35
"Southern Severe Weather (April 2020)",Severe Storm,20200421,20200423,1660.6,1350,3
"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,20200427,20200430,1263.3,1027,1
"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,20200520,20200523,1948.6,1584,2
"Central Severe Weather (July 2020)",Severe Storm,20200710,20200711,1447.4,1196,0
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Texas and Oklahoma Severe Weather (April 2021)",Severe Storm,20210427,20210428,3747.4,3149,0
"Southern Tornadoes and Southeast Severe Weather (May 2021)",Severe Storm,20210502,20210504,1479.1,1264,4
"Southeast Tornado Outbreak (April 2022)",Severe Storm,20220404,20220406,1544.8,1417,3
"Southern Severe Weather (April 2022)",Severe Storm,20220411,20220413,2915.7,2675,1
"Southern and Central Severe Weather (May 2022)",Severe Storm,20220501,20220503,1230.1,1139,1
"Central Severe Weather (June 2022)",Severe Storm,20220607,20220608,2025.7,1911,0
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Western/Central Drought and Heat Wave (2022)",Drought,20220101,20221231,23480.6,20965,136
"Southern and Eastern Severe Weather (March 2023)",Severe Storm,20230302,20230303,6111.1,5876,13
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5853.2,5628,33
"Central Severe Weather (April 2023)",Severe Storm,20230419,20230420,3078.4,2960,1
"Central and Eastern Tornadoes and Hail Storms (May 2023)",Severe Storm,20230510,20230512,3563,3426,1
"Southern Severe Weather (June 2023)",Severe Storm,20230611,20230614,4153.1,4032,0
"Central and Southern Severe Weather (June 2023)",Severe Storm,20230615,20230618,3881.1,3768,5
"Southern Hail Storms (September 2023)",Severe Storm,20230923,20230924,1694.5,1645,0
"Southern/Midwestern Drought and Heatwave (Spring-Fall 2023)",Drought,20230401,20230930,14786.7,14082,247
"Central and Southern Severe Weather (March 2024)",Severe Storm,20240312,20240314,6091.4,6031,3
"Central and Southern Tornado Outbreak (April 2024)",Severe Storm,20240426,20240428,1681,1681,3
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4859,4859,5
"Central Tornado Outbreak (May 2024)",Severe Storm,20240525,20240526,3432,3432,16
"Central and Northeast Severe Weather (June 2024)",Severe Storm,20240624,20240626,1704,1704,3
